system,completeness,lognr,noise,algo,metric,value,dimension,experiment
2_3,2,3,3,alpha,Behavioral Precision,0.916411536493284,Precision,1A
4_3,2,3,3,alpha,Behavioral Precision,0.092922871302246,Precision,1A
8_3,2,3,3,alpha,Behavioral Precision,0.561437521965451,Precision,1A
9_1,2,3,3,alpha,Behavioral Precision,0.666666666666667,Precision,1A
1_5,3,3,3,alpha,Behavioral Precision,0.996584116140051,Precision,1A
6_3,2,3,3,alpha,Behavioral Precision,0.784502481215289,Precision,1A
7_7,1,3,3,alpha,Behavioral Precision,0.580539863098625,Precision,1A
11_3,3,3,3,alpha,Behavioral Precision,0.949371314120396,Precision,1A
10_2,3,3,3,alpha,Behavioral Precision,0.221531786233436,Precision,1A
5_5,2,3,3,alpha,Behavioral Precision,0.949577960657842,Precision,1A
2_3,3,3,3,alpha,Behavioral Precision,0.950061519324547,Precision,1A
5_5,1,3,3,alpha,Behavioral Precision,0.986567332743795,Precision,1A
8_3,3,3,3,alpha,Behavioral Precision,0.823666137314058,Precision,1A
7_7,2,3,3,alpha,Behavioral Precision,0.532984122611141,Precision,1A
4_3,3,3,3,alpha,Behavioral Precision,0.0908232759008742,Precision,1A
1_5,4,3,3,alpha,Behavioral Precision,0.986301369863014,Precision,1A
9_1,3,3,3,alpha,Behavioral Precision,0.967460416406932,Precision,1A
6_3,3,3,3,alpha,Behavioral Precision,0.21208727218561,Precision,1A
11_3,4,3,3,alpha,Behavioral Precision,0.924335378323108,Precision,1A
10_2,4,3,3,alpha,Behavioral Precision,0.798102000328976,Precision,1A
5_5,3,3,3,alpha,Behavioral Precision,0.975500799688779,Precision,1A
2_3,4,3,3,alpha,Behavioral Precision,0.867023703127577,Precision,1A
8_3,4,3,3,alpha,Behavioral Precision,0.809976909615737,Precision,1A
9_1,4,3,3,alpha,Behavioral Precision,0.301576957147819,Precision,1A
4_3,4,3,3,alpha,Behavioral Precision,0.884308469763728,Precision,1A
7_7,3,3,3,alpha,Behavioral Precision,0.549849416605231,Precision,1A
6_3,4,3,3,alpha,Behavioral Precision,0.286657602523307,Precision,1A
5_5,4,3,3,alpha,Behavioral Precision,0.935533841354793,Precision,1A
1_5,1,4,3,alpha,Behavioral Precision,1,Precision,1A
7_7,4,3,3,alpha,Behavioral Precision,0.5777691547628,Precision,1A
10_2,1,4,3,alpha,Behavioral Precision,0.969487501986784,Precision,1A
11_3,1,4,3,alpha,Behavioral Precision,0.999427840603123,Precision,1A
2_3,1,4,3,alpha,Behavioral Precision,0.867440793141542,Precision,1A
8_3,1,4,3,alpha,Behavioral Precision,0.346795558939472,Precision,1A
1_5,2,4,3,alpha,Behavioral Precision,1,Precision,1A
4_3,1,4,3,alpha,Behavioral Precision,0.101413820105002,Precision,1A
9_1,1,4,3,alpha,Behavioral Precision,1,Precision,1A
10_2,2,4,3,alpha,Behavioral Precision,0.904758536658518,Precision,1A
11_3,2,4,3,alpha,Behavioral Precision,0.957325746799431,Precision,1A
6_3,1,4,3,alpha,Behavioral Precision,0.841577916976995,Precision,1A
2_3,2,4,3,alpha,Behavioral Precision,0.969646541315891,Precision,1A
4_3,2,4,3,alpha,Behavioral Precision,0.117553964533309,Precision,1A
8_3,2,4,3,alpha,Behavioral Precision,0.952379931592068,Precision,1A
9_1,2,4,3,alpha,Behavioral Precision,0.999086340794884,Precision,1A
1_5,3,4,3,alpha,Behavioral Precision,0.993534482758621,Precision,1A
5_5,2,4,3,alpha,Behavioral Precision,0.967289082196858,Precision,1A
6_3,2,4,3,alpha,Behavioral Precision,0.813642062008367,Precision,1A
7_7,1,4,3,alpha,Behavioral Precision,0.570009037169654,Precision,1A
11_3,3,4,3,alpha,Behavioral Precision,0.967638577379045,Precision,1A
10_2,3,4,3,alpha,Behavioral Precision,0.2334468648161,Precision,1A
2_3,3,4,3,alpha,Behavioral Precision,0.93784542831828,Precision,1A
4_3,3,4,3,alpha,Behavioral Precision,0.111308148335362,Precision,1A
8_3,3,4,3,alpha,Behavioral Precision,0.338008396765579,Precision,1A
7_7,2,4,3,alpha,Behavioral Precision,0.569349265332106,Precision,1A
1_5,4,4,3,alpha,Behavioral Precision,0.983333333333333,Precision,1A
6_3,3,4,3,alpha,Behavioral Precision,0.787198504698909,Precision,1A
9_1,3,4,3,alpha,Behavioral Precision,0.961276753680564,Precision,1A
5_5,3,4,3,alpha,Behavioral Precision,0.926473808155763,Precision,1A
11_3,4,4,3,alpha,Behavioral Precision,0.851991987536167,Precision,1A
10_2,4,4,3,alpha,Behavioral Precision,0.111880778489624,Precision,1A
2_3,4,4,3,alpha,Behavioral Precision,0.212513105583051,Precision,1A
5_5,1,4,3,alpha,Behavioral Precision,0.984991322892466,Precision,1A
7_7,3,4,3,alpha,Behavioral Precision,0.556002237505769,Precision,1A
8_3,4,4,3,alpha,Behavioral Precision,0.848101718268816,Precision,1A
4_3,4,4,3,alpha,Behavioral Precision,0.950637798288643,Precision,1A
5_5,4,4,3,alpha,Behavioral Precision,0.958037295510124,Precision,1A
6_3,4,4,3,alpha,Behavioral Precision,0.315344848146408,Precision,1A
9_1,4,4,3,alpha,Behavioral Precision,0.496466320595409,Precision,1A
7_7,4,4,3,alpha,Behavioral Precision,0.565751000196071,Precision,1A
1_5,1,5,3,alpha,Behavioral Precision,1,Precision,1A
10_2,1,5,3,alpha,Behavioral Precision,0.990592486782115,Precision,1A
11_3,1,5,3,alpha,Behavioral Precision,0.999253883198806,Precision,1A
2_3,1,5,3,alpha,Behavioral Precision,0.901880632823985,Precision,1A
8_3,1,5,3,alpha,Behavioral Precision,0.394367404120061,Precision,1A
1_5,2,5,3,alpha,Behavioral Precision,1,Precision,1A
4_3,1,5,3,alpha,Behavioral Precision,0.0930651401876565,Precision,1A
9_1,1,5,3,alpha,Behavioral Precision,0.885307589790684,Precision,1A
10_2,2,5,3,alpha,Behavioral Precision,0.876599291367569,Precision,1A
11_3,2,5,3,alpha,Behavioral Precision,0.860624785444559,Precision,1A
2_3,2,5,3,alpha,Behavioral Precision,0.932883418183366,Precision,1A
6_3,1,5,3,alpha,Behavioral Precision,0.818920946467094,Precision,1A
4_3,2,5,3,alpha,Behavioral Precision,0.0799510093403179,Precision,1A
9_1,2,5,3,alpha,Behavioral Precision,0.975390348904453,Precision,1A
8_3,2,5,3,alpha,Behavioral Precision,0.956368166839578,Precision,1A
1_5,3,5,3,alpha,Behavioral Precision,0.992679355783309,Precision,1A
6_3,2,5,3,alpha,Behavioral Precision,0.874158278898303,Precision,1A
5_5,2,5,3,alpha,Behavioral Precision,0.974222198492158,Precision,1A
10_2,3,5,3,alpha,Behavioral Precision,0.769939323347558,Precision,1A
7_7,1,5,3,alpha,Behavioral Precision,0.566795462010675,Precision,1A
11_3,3,5,3,alpha,Behavioral Precision,0.959061059102976,Precision,1A
2_3,3,5,3,alpha,Behavioral Precision,0.541056075996389,Precision,1A
4_3,3,5,3,alpha,Behavioral Precision,0.115050801262594,Precision,1A
8_3,3,5,3,alpha,Behavioral Precision,0.832937299501973,Precision,1A
7_7,2,5,3,alpha,Behavioral Precision,0.530341346902414,Precision,1A
1_5,4,5,3,alpha,Behavioral Precision,0.993865030674847,Precision,1A
6_3,3,5,3,alpha,Behavioral Precision,0.806074211872105,Precision,1A
5_5,3,5,3,alpha,Behavioral Precision,0.918882307069691,Precision,1A
9_1,3,5,3,alpha,Behavioral Precision,0.933146128091587,Precision,1A
5_5,1,5,3,alpha,Behavioral Precision,0.985688106363168,Precision,1A
10_2,4,5,3,alpha,Behavioral Precision,0.880749838995466,Precision,1A
11_3,4,5,3,alpha,Behavioral Precision,0.960552836164699,Precision,1A
2_3,4,5,3,alpha,Behavioral Precision,0.890091275538913,Precision,1A
8_3,4,5,3,alpha,Behavioral Precision,0.75826429408808,Precision,1A
7_7,3,5,3,alpha,Behavioral Precision,0.531392075971458,Precision,1A
4_3,4,5,3,alpha,Behavioral Precision,0.110376643441134,Precision,1A
9_1,4,5,3,alpha,Behavioral Precision,0.223364651657508,Precision,1A
6_3,4,5,3,alpha,Behavioral Precision,0.329682018740102,Precision,1A
5_5,4,5,3,alpha,Behavioral Precision,0.936616728862292,Precision,1A
1_5,1,1,0,flower,Behavioral Precision,0.169779924650768,Precision,1A
10_2,1,1,0,flower,Behavioral Precision,0.0782959184326754,Precision,1A
7_7,4,5,3,alpha,Behavioral Precision,0.557539517642036,Precision,1A
11_3,1,1,0,flower,Behavioral Precision,0.0793494433805957,Precision,1A
2_3,1,1,0,flower,Behavioral Precision,0.0597454832871154,Precision,1A
1_5,2,1,0,flower,Behavioral Precision,0.169792755204003,Precision,1A
4_3,1,1,0,flower,Behavioral Precision,0.0708282157958781,Precision,1A
8_3,1,1,0,flower,Behavioral Precision,0.0576667676516377,Precision,1A
9_1,1,1,0,flower,Behavioral Precision,0.210975244257096,Precision,1A
11_3,2,1,0,flower,Behavioral Precision,0.0792060882990676,Precision,1A
10_2,2,1,0,flower,Behavioral Precision,0.078257165674272,Precision,1A
6_3,1,1,0,flower,Behavioral Precision,0.0589225577405117,Precision,1A
2_3,2,1,0,flower,Behavioral Precision,0.060600370286672,Precision,1A
4_3,2,1,0,flower,Behavioral Precision,0.070138719645759,Precision,1A
8_3,2,1,0,flower,Behavioral Precision,0.0576802898768343,Precision,1A
5_5,1,1,0,flower,Behavioral Precision,0.0640154489418152,Precision,1A
1_5,3,1,0,flower,Behavioral Precision,0.166756610901241,Precision,1A
5_5,2,1,0,flower,Behavioral Precision,0.0640008956821424,Precision,1A
9_1,2,1,0,flower,Behavioral Precision,0.21001214836786,Precision,1A
6_3,2,1,0,flower,Behavioral Precision,0.0588613455991114,Precision,1A
7_7,1,1,0,flower,Behavioral Precision,0.0798468601571737,Precision,1A
10_2,3,1,0,flower,Behavioral Precision,0.0781356342063384,Precision,1A
11_3,3,1,0,flower,Behavioral Precision,0.0791847003389976,Precision,1A
2_3,3,1,0,flower,Behavioral Precision,0.0597529289385514,Precision,1A
4_3,3,1,0,flower,Behavioral Precision,0.0704218150244442,Precision,1A
8_3,3,1,0,flower,Behavioral Precision,0.0576069354469267,Precision,1A
9_1,3,1,0,flower,Behavioral Precision,0.209028242485938,Precision,1A
5_5,3,1,0,flower,Behavioral Precision,0.0640042160431688,Precision,1A
7_7,2,1,0,flower,Behavioral Precision,0.0797863914714847,Precision,1A
1_5,4,1,0,flower,Behavioral Precision,0.154423914676281,Precision,1A
6_3,3,1,0,flower,Behavioral Precision,0.0588294338125265,Precision,1A
11_3,4,1,0,flower,Behavioral Precision,0.078076243842201,Precision,1A
10_2,4,1,0,flower,Behavioral Precision,0.078079875022085,Precision,1A
2_3,4,1,0,flower,Behavioral Precision,0.0605444377175063,Precision,1A
4_3,4,1,0,flower,Behavioral Precision,0.070742848137226,Precision,1A
8_3,4,1,0,flower,Behavioral Precision,0.0575265774794099,Precision,1A
5_5,4,1,0,flower,Behavioral Precision,0.0637687687969137,Precision,1A
7_7,3,1,0,flower,Behavioral Precision,0.0797305861978631,Precision,1A
9_1,4,1,0,flower,Behavioral Precision,0.207327947377147,Precision,1A
6_3,4,1,0,flower,Behavioral Precision,0.0586497009855873,Precision,1A
7_7,4,1,0,flower,Behavioral Precision,0.079668648082027907,Precision,1A
10_2,1,2,0,flower,Behavioral Precision,0.0781947868422816,Precision,1A
1_5,1,2,0,flower,Behavioral Precision,0.169196861810188,Precision,1A
11_3,1,2,0,flower,Behavioral Precision,0.0793406550358093,Precision,1A
2_3,1,2,0,flower,Behavioral Precision,0.059783798653402,Precision,1A
8_3,1,2,0,flower,Behavioral Precision,0.0576648501084765,Precision,1A
1_5,2,2,0,flower,Behavioral Precision,0.169477482091879,Precision,1A
4_3,1,2,0,flower,Behavioral Precision,0.070683315093254,Precision,1A
9_1,1,2,0,flower,Behavioral Precision,0.211657019296703,Precision,1A
10_2,2,2,0,flower,Behavioral Precision,0.078297600409925,Precision,1A
11_3,2,2,0,flower,Behavioral Precision,0.0794690023265362,Precision,1A
6_3,1,2,0,flower,Behavioral Precision,0.0589191423286325,Precision,1A
2_3,2,2,0,flower,Behavioral Precision,0.0597922489696418,Precision,1A
5_5,1,2,0,flower,Behavioral Precision,0.0640767404190284,Precision,1A
8_3,2,2,0,flower,Behavioral Precision,0.0576097713153292,Precision,1A
4_3,2,2,0,flower,Behavioral Precision,0.0703292213924022,Precision,1A
5_5,2,2,0,flower,Behavioral Precision,0.0639978965118184,Precision,1A
1_5,3,2,0,flower,Behavioral Precision,0.165980933266433,Precision,1A
6_3,2,2,0,flower,Behavioral Precision,0.05889165157945,Precision,1A
9_1,2,2,0,flower,Behavioral Precision,0.211764767524644,Precision,1A
10_2,3,2,0,flower,Behavioral Precision,0.0781627165885378,Precision,1A
7_7,1,2,0,flower,Behavioral Precision,0.0798973564520555,Precision,1A
11_3,3,2,0,flower,Behavioral Precision,0.0792137727888164,Precision,1A
2_3,3,2,0,flower,Behavioral Precision,0.0596105372401382,Precision,1A
8_3,3,2,0,flower,Behavioral Precision,0.0575699627843956,Precision,1A
4_3,3,2,0,flower,Behavioral Precision,0.0702863249234602,Precision,1A
5_5,3,2,0,flower,Behavioral Precision,0.064103524838814,Precision,1A
9_1,3,2,0,flower,Behavioral Precision,0.209354832805025,Precision,1A
1_5,4,2,0,flower,Behavioral Precision,0.154147366410391,Precision,1A
6_3,3,2,0,flower,Behavioral Precision,0.0588063385273222,Precision,1A
7_7,2,2,0,flower,Behavioral Precision,0.079807838546146,Precision,1A
11_3,4,2,0,flower,Behavioral Precision,0.0785186402746256,Precision,1A
10_2,4,2,0,flower,Behavioral Precision,0.0780109692736095,Precision,1A
2_3,4,2,0,flower,Behavioral Precision,0.0604601157590357,Precision,1A
4_3,4,2,0,flower,Behavioral Precision,0.0706473765597352,Precision,1A
8_3,4,2,0,flower,Behavioral Precision,0.0573272475613483,Precision,1A
5_5,4,2,0,flower,Behavioral Precision,0.0637386623469284,Precision,1A
7_7,3,2,0,flower,Behavioral Precision,0.0799138379329496,Precision,1A
9_1,4,2,0,flower,Behavioral Precision,0.206529220255184,Precision,1A
6_3,4,2,0,flower,Behavioral Precision,0.0586288575586516,Precision,1A
7_7,4,2,0,flower,Behavioral Precision,0.0796541745343187,Precision,1A
1_5,1,3,0,flower,Behavioral Precision,0.169502788392262,Precision,1A
10_2,1,3,0,flower,Behavioral Precision,0.0782842700084625,Precision,1A
11_3,1,3,0,flower,Behavioral Precision,0.0793238566490224,Precision,1A
2_3,1,3,0,flower,Behavioral Precision,0.0605267715845061,Precision,1A
8_3,1,3,0,flower,Behavioral Precision,0.0576812842595467,Precision,1A
4_3,1,3,0,flower,Behavioral Precision,0.0708019495861123,Precision,1A
1_5,2,3,0,flower,Behavioral Precision,0.169182960701812,Precision,1A
9_1,1,3,0,flower,Behavioral Precision,0.211255993814448,Precision,1A
10_2,2,3,0,flower,Behavioral Precision,0.0780701010001763,Precision,1A
11_3,2,3,0,flower,Behavioral Precision,0.0794401072265391,Precision,1A
2_3,2,3,0,flower,Behavioral Precision,0.0597648546569335,Precision,1A
6_3,1,3,0,flower,Behavioral Precision,0.0589280864560731,Precision,1A
5_5,1,3,0,flower,Behavioral Precision,0.064008398806196,Precision,1A
8_3,2,3,0,flower,Behavioral Precision,0.0576937879981591,Precision,1A
4_3,2,3,0,flower,Behavioral Precision,0.0706731458397365,Precision,1A
5_5,2,3,0,flower,Behavioral Precision,0.0640107295614705,Precision,1A
1_5,3,3,0,flower,Behavioral Precision,0.167431021347156,Precision,1A
9_1,2,3,0,flower,Behavioral Precision,0.211404754718212,Precision,1A
6_3,2,3,0,flower,Behavioral Precision,0.0588840867725753,Precision,1A
10_2,3,3,0,flower,Behavioral Precision,0.0781235789573724,Precision,1A
7_7,1,3,0,flower,Behavioral Precision,0.0798629348684607,Precision,1A
11_3,3,3,0,flower,Behavioral Precision,0.079327398072321,Precision,1A
2_3,3,3,0,flower,Behavioral Precision,0.0606415840821022,Precision,1A
4_3,3,3,0,flower,Behavioral Precision,0.06999005423156,Precision,1A
8_3,3,3,0,flower,Behavioral Precision,0.0576020318030467,Precision,1A
5_5,3,3,0,flower,Behavioral Precision,0.0638989432496144,Precision,1A
9_1,3,3,0,flower,Behavioral Precision,0.211357625222395,Precision,1A
1_5,4,3,0,flower,Behavioral Precision,0.154671777671298,Precision,1A
6_3,3,3,0,flower,Behavioral Precision,0.058820134808573,Precision,1A
7_7,2,3,0,flower,Behavioral Precision,0.0798969518882002,Precision,1A
11_3,4,3,0,flower,Behavioral Precision,0.0784628388724872,Precision,1A
10_2,4,3,0,flower,Behavioral Precision,0.0780312969369058,Precision,1A
2_3,4,3,0,flower,Behavioral Precision,0.0596638239719609,Precision,1A
8_3,4,3,0,flower,Behavioral Precision,0.0573648262086541,Precision,1A
4_3,4,3,0,flower,Behavioral Precision,0.0706420620436249,Precision,1A
9_1,4,3,0,flower,Behavioral Precision,0.208349316563294,Precision,1A
5_5,4,3,0,flower,Behavioral Precision,0.0636652456915364,Precision,1A
7_7,3,3,0,flower,Behavioral Precision,0.0796418616233745,Precision,1A
6_3,4,3,0,flower,Behavioral Precision,0.058646497941659,Precision,1A
7_7,4,3,0,flower,Behavioral Precision,0.0798115578575366,Precision,1A
1_5,1,4,0,flower,Behavioral Precision,0.169857599433371,Precision,1A
10_2,1,4,0,flower,Behavioral Precision,0.0782603616269526,Precision,1A
11_3,1,4,0,flower,Behavioral Precision,0.0792973158315323,Precision,1A
2_3,1,4,0,flower,Behavioral Precision,0.0608705980616058,Precision,1A
8_3,1,4,0,flower,Behavioral Precision,0.0577079622438518,Precision,1A
4_3,1,4,0,flower,Behavioral Precision,0.0707054531674194,Precision,1A
1_5,2,4,0,flower,Behavioral Precision,0.169626926663059,Precision,1A
9_1,1,4,0,flower,Behavioral Precision,0.210546041137873,Precision,1A
10_2,2,4,0,flower,Behavioral Precision,0.0782340171449684,Precision,1A
11_3,2,4,0,flower,Behavioral Precision,0.0794464042385588,Precision,1A
2_3,2,4,0,flower,Behavioral Precision,0.0597761736534127,Precision,1A
6_3,1,4,0,flower,Behavioral Precision,0.0589223865010139,Precision,1A
8_3,2,4,0,flower,Behavioral Precision,0.0576014336096403,Precision,1A
4_3,2,4,0,flower,Behavioral Precision,0.0707276319402181,Precision,1A
5_5,2,4,0,flower,Behavioral Precision,0.0639999314395179,Precision,1A
6_3,2,4,0,flower,Behavioral Precision,0.0588676958528475,Precision,1A
9_1,2,4,0,flower,Behavioral Precision,0.210903428372106,Precision,1A
1_5,3,4,0,flower,Behavioral Precision,0.165407678529709,Precision,1A
7_7,1,4,0,flower,Behavioral Precision,0.0797923665951451,Precision,1A
5_5,1,4,0,flower,Behavioral Precision,0.0639671059521893,Precision,1A
10_2,3,4,0,flower,Behavioral Precision,0.0780483492857135,Precision,1A
11_3,3,4,0,flower,Behavioral Precision,0.0791164242863448,Precision,1A
2_3,3,4,0,flower,Behavioral Precision,0.0597201604145981,Precision,1A
8_3,3,4,0,flower,Behavioral Precision,0.0576077058491875,Precision,1A
4_3,3,4,0,flower,Behavioral Precision,0.0707974235654874,Precision,1A
9_1,3,4,0,flower,Behavioral Precision,0.209955632494277,Precision,1A
5_5,3,4,0,flower,Behavioral Precision,0.0640293555866969,Precision,1A
7_7,2,4,0,flower,Behavioral Precision,0.0798119180864542,Precision,1A
6_3,3,4,0,flower,Behavioral Precision,0.0588244039637771,Precision,1A
1_5,4,4,0,flower,Behavioral Precision,0.148919135308246,Precision,1A
10_2,4,4,0,flower,Behavioral Precision,0.0778923125833543,Precision,1A
11_3,4,4,0,flower,Behavioral Precision,0.0784919928244844,Precision,1A
2_3,4,4,0,flower,Behavioral Precision,0.0604703620417636,Precision,1A
8_3,4,4,0,flower,Behavioral Precision,0.0574931437402861,Precision,1A
4_3,4,4,0,flower,Behavioral Precision,0.0704438072924393,Precision,1A
5_5,4,4,0,flower,Behavioral Precision,0.0636929672186466,Precision,1A
9_1,4,4,0,flower,Behavioral Precision,0.206727683939664,Precision,1A
6_3,4,4,0,flower,Behavioral Precision,0.0586977626477485,Precision,1A
7_7,3,4,0,flower,Behavioral Precision,0.0798699364016594,Precision,1A
7_7,4,4,0,flower,Behavioral Precision,0.0795630636287973,Precision,1A
1_5,1,5,0,flower,Behavioral Precision,0.169526870852882,Precision,1A
10_2,1,5,0,flower,Behavioral Precision,0.0782559125894085,Precision,1A
11_3,1,5,0,flower,Behavioral Precision,0.0793409317260279,Precision,1A
2_3,1,5,0,flower,Behavioral Precision,0.059697760753515,Precision,1A
8_3,1,5,0,flower,Behavioral Precision,0.0576229615008257,Precision,1A
4_3,1,5,0,flower,Behavioral Precision,0.0707872468609214,Precision,1A
1_5,2,5,0,flower,Behavioral Precision,0.168940438275419,Precision,1A
9_1,1,5,0,flower,Behavioral Precision,0.211184271759467,Precision,1A
11_3,2,5,0,flower,Behavioral Precision,0.0792696663364956,Precision,1A
10_2,2,5,0,flower,Behavioral Precision,0.0782505742995575,Precision,1A
2_3,2,5,0,flower,Behavioral Precision,0.0605543062634791,Precision,1A
6_3,1,5,0,flower,Behavioral Precision,0.0589157710460264,Precision,1A
8_3,2,5,0,flower,Behavioral Precision,0.0576339652828967,Precision,1A
4_3,2,5,0,flower,Behavioral Precision,0.0704366233280075,Precision,1A
5_5,1,5,0,flower,Behavioral Precision,0.0640389978053758,Precision,1A
5_5,2,5,0,flower,Behavioral Precision,0.0639888510817589,Precision,1A
1_5,3,5,0,flower,Behavioral Precision,0.166523605150214,Precision,1A
9_1,2,5,0,flower,Behavioral Precision,0.21117094114904,Precision,1A
6_3,2,5,0,flower,Behavioral Precision,0.0588740544208875,Precision,1A
7_7,1,5,0,flower,Behavioral Precision,0.0798502292061,Precision,1A
10_2,3,5,0,flower,Behavioral Precision,0.0780733395138287,Precision,1A
11_3,3,5,0,flower,Behavioral Precision,0.0792362592698795,Precision,1A
2_3,3,5,0,flower,Behavioral Precision,0.0604861416934399,Precision,1A
